nameWithOwner,url,stars,createdAt,updatedAt,age_days,since_update_days,primary_language,merged_prs,releases,open_issues,closed_issues,closed_issues_ratio
Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,44583,2010-09-22T16:57:44Z,2026-03-03T11:36:51Z,5640,0,JavaScript,3237,34,399,4943,0.925308873081243
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,44563,2019-03-05T23:47:10Z,2026-03-03T07:48:43Z,2554,0,TypeScript,2141,600,87,4839,0.9823386114494519
penpot/penpot,https://github.com/penpot/penpot,44533,2015-12-29T22:09:07Z,2026-03-03T12:44:41Z,3716,0,Clojure,5493,69,543,1623,0.7493074792243767
gedoor/legado,https://github.com/gedoor/legado,44509,2019-05-22T04:18:58Z,2026-03-03T14:07:37Z,2477,0,Kotlin,1139,115,27,3170,0.9915545824210197
apache/airflow,https://github.com/apache/airflow,44471,2015-04-13T18:04:58Z,2026-03-03T13:54:38Z,3976,0,Python,34074,114,1367,12502,0.9014348547119475
karpathy/nanochat,https://github.com/karpathy/nanochat,44435,2025-10-13T13:46:35Z,2026-03-03T14:00:03Z,141,0,Python,72,0,15,101,0.8706896551724138
grpc/grpc,https://github.com/grpc/grpc,44433,2014-12-08T18:58:53Z,2026-03-03T14:02:34Z,4102,0,C++,20506,364,688,11224,0.9422431161853593
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,44360,2017-01-28T09:35:02Z,2026-03-03T12:02:35Z,3321,0,JavaScript,399,29,6,553,0.9892665474060823
pyenv/pyenv,https://github.com/pyenv/pyenv,44344,2012-08-31T06:57:52Z,2026-03-03T14:05:11Z,4932,0,Shell,1037,149,50,1832,0.973432518597237
sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,44308,2018-05-31T17:17:01Z,2026-03-03T14:13:07Z,2832,-1,JavaScript,170,0,3,109,0.9732142857142857
docker/awesome-compose,https://github.com/docker/awesome-compose,44195,2020-02-13T08:51:42Z,2026-03-03T10:11:07Z,2210,0,HTML,149,0,97,43,0.30714285714285716
astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,44164,2012-08-02T11:49:35Z,2026-03-03T06:16:00Z,4961,0,Go,757,0,123,183,0.5980392156862745
parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,44047,2017-08-07T16:36:47Z,2026-03-03T07:37:56Z,3129,0,JavaScript,2600,52,469,5052,0.9150516210831371
NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,44012,2020-07-18T02:41:27Z,2026-03-03T13:33:18Z,2054,0,JavaScript,44,10,262,495,0.6538969616908851
iina/iina,https://github.com/iina/iina,43954,2016-12-19T07:18:45Z,2026-03-03T13:37:58Z,3361,0,Swift,882,47,1868,2506,0.572930955647005
streamich/react-use,https://github.com/streamich/react-use,43948,2018-10-27T10:16:05Z,2026-03-03T14:11:43Z,2684,0,TypeScript,1533,256,364,245,0.40229885057471265
square/retrofit,https://github.com/square/retrofit,43898,2010-09-06T21:39:43Z,2026-03-03T12:17:54Z,5656,0,HTML,1340,4,127,2637,0.9540520984081042
babel/babel,https://github.com/babel/babel,43890,2014-09-28T13:38:23Z,2026-03-03T06:49:56Z,4174,0,TypeScript,6539,452,593,8464,0.9345257811637407
yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,43867,2018-01-13T19:40:08Z,2026-03-03T12:54:37Z,2970,0,MDX,350,0,11,91,0.8921568627450981
lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,43853,2015-01-02T00:31:34Z,2026-03-03T13:46:52Z,4078,0,,593,0,12,75,0.8620689655172413
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,43798,2015-11-11T14:21:19Z,2026-03-03T01:22:27Z,3764,0,Jupyter Notebook,88,0,167,71,0.29831932773109243
streamlit/streamlit,https://github.com/streamlit/streamlit,43708,2019-08-24T00:14:52Z,2026-03-03T11:42:36Z,2383,0,Python,6821,115,1126,4650,0.8050554016620498
upscayl/upscayl,https://github.com/upscayl/upscayl,43687,2022-07-30T17:19:20Z,2026-03-03T13:47:41Z,1311,0,TypeScript,0,29,58,977,0.9439613526570049
SimplifyJobs/Summer2026-Internships,https://github.com/SimplifyJobs/Summer2026-Internships,43610,2020-05-23T20:53:18Z,2026-03-03T14:01:47Z,2109,0,Python,1674,0,4,7242,0.9994479712945074
FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,43410,2021-10-31T22:33:54Z,2026-03-03T00:22:36Z,1583,0,Rust,908,120,50,613,0.9245852187028658
AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,43404,2022-01-30T15:25:18Z,2026-03-03T13:18:28Z,1492,0,TypeScript,89,22,35,246,0.8754448398576512
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,43364,2021-09-03T18:11:03Z,2026-03-03T00:22:31Z,1641,0,TypeScript,1979,156,57,1400,0.9608785175017158
spf13/cobra,https://github.com/spf13/cobra,43338,2013-09-03T20:40:26Z,2026-03-03T10:23:33Z,4563,0,Go,626,27,241,997,0.8053311793214862
getsentry/sentry,https://github.com/getsentry/sentry,43260,2010-08-30T22:06:41Z,2026-03-03T13:32:02Z,5663,0,Python,81628,163,1940,14767,0.883881007960735
zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,43226,2017-07-30T02:51:17Z,2026-03-03T13:25:43Z,3138,0,C++,67,26,1247,728,0.36860759493670886
mudler/LocalAI,https://github.com/mudler/LocalAI,43203,2023-03-18T22:58:02Z,2026-03-03T13:55:47Z,1080,0,Go,4923,97,123,1153,0.9036050156739812
helix-editor/helix,https://github.com/helix-editor/helix,43183,2020-06-01T04:26:56Z,2026-03-03T13:29:36Z,2101,0,Rust,4609,30,1006,4729,0.8245858761987794
milvus-io/milvus,https://github.com/milvus-io/milvus,43078,2019-09-16T06:43:43Z,2026-03-03T13:59:34Z,2360,0,Go,24789,153,831,14359,0.9452929558920342
Unitech/pm2,https://github.com/Unitech/pm2,42967,2013-05-21T03:25:25Z,2026-03-03T13:36:31Z,4669,0,JavaScript,558,134,1013,4103,0.8019937451133698
apache/spark,https://github.com/apache/spark,42917,2014-02-25T08:00:08Z,2026-03-03T13:54:43Z,4389,0,Scala,9,0,9,2,0.18181818181818182
9001/copyparty,https://github.com/9001/copyparty,42913,2019-05-26T15:28:33Z,2026-03-03T13:46:30Z,2472,0,Python,167,336,212,634,0.7494089834515366
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,42906,2019-07-14T08:45:45Z,2026-03-03T14:10:01Z,2424,0,C++,72,0,12,218,0.9478260869565217
Kong/kong,https://github.com/Kong/kong,42869,2014-11-17T23:56:08Z,2026-03-03T11:42:12Z,4123,0,Lua,6501,145,58,4532,0.987363834422658
cli/cli,https://github.com/cli/cli,42860,2019-10-03T15:24:53Z,2026-03-03T14:08:27Z,2342,0,Go,2802,189,905,4865,0.8431542461005199
ziglang/zig,https://github.com/ziglang/zig,42791,2015-08-06T00:51:28Z,2026-03-03T14:02:43Z,3862,0,Zig,9540,21,3332,10186,0.7535138334073088
faif/python-patterns,https://github.com/faif/python-patterns,42772,2012-06-06T21:02:35Z,2026-03-03T13:49:10Z,5017,0,Python,289,0,12,85,0.8762886597938144
alex/what-happens-when,https://github.com/alex/what-happens-when,42761,2013-11-07T04:30:06Z,2026-03-03T11:15:57Z,4499,0,,108,0,242,54,0.18243243243243243
k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,42483,2014-07-22T20:35:09Z,2026-03-01T09:28:29Z,4241,2,,226,0,16,57,0.7808219178082192
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,42481,2010-02-16T04:10:13Z,2026-03-03T13:58:53Z,5859,0,Python,2730,79,365,3276,0.8997528151606702
tmux/tmux,https://github.com/tmux/tmux,42457,2015-06-03T23:32:55Z,2026-03-03T13:48:58Z,3925,0,C,2,39,34,3861,0.9912708600770218
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,42415,2015-01-14T00:34:25Z,2026-03-03T14:05:28Z,4066,0,Kotlin,3,3,327,485,0.5972906403940886
jgm/pandoc,https://github.com/jgm/pandoc,42356,2010-03-20T20:34:23Z,2026-03-03T13:37:59Z,5826,0,Haskell,1759,153,968,7212,0.8816625916870415
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,42352,2014-07-31T05:56:19Z,2026-03-03T08:06:55Z,4233,0,Swift,664,104,33,2779,0.9882645803698435
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,42344,2022-03-28T04:01:46Z,2026-03-03T13:15:28Z,1436,0,Python,58,31,322,517,0.6162097735399285
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,42330,2018-04-02T14:43:21Z,2026-03-03T14:10:00Z,2891,0,TypeScript,12072,0,360,5957,0.943010922906443
files-community/Files,https://github.com/files-community/Files,42241,2019-01-04T18:19:14Z,2026-03-03T13:55:57Z,2614,0,C#,5504,130,508,10556,0.9540853217642805
apachecn/ailearning,https://github.com/apachecn/ailearning,42075,2017-02-25T08:53:02Z,2026-03-03T13:12:05Z,3293,0,Python,478,2,3,113,0.9741379310344828
mingrammer/diagrams,https://github.com/mingrammer/diagrams,42047,2020-02-02T15:23:24Z,2026-03-03T12:17:52Z,2220,0,Python,341,46,315,224,0.4155844155844156
colinhacks/zod,https://github.com/colinhacks/zod,42026,2020-03-07T20:59:08Z,2026-03-03T13:36:26Z,2186,0,TypeScript,975,201,163,2843,0.9457751164337991
exo-explore/exo,https://github.com/exo-explore/exo,42003,2024-06-24T18:36:22Z,2026-03-03T14:04:19Z,616,0,Python,592,13,110,617,0.8486932599724897
gradio-app/gradio,https://github.com/gradio-app/gradio,41904,2018-12-19T08:24:04Z,2026-03-03T13:59:56Z,2631,0,Python,5341,1000,446,6014,0.9309597523219815
sharkdp/fd,https://github.com/sharkdp/fd,41859,2017-05-09T21:27:10Z,2026-03-03T11:58:55Z,3219,0,Rust,708,41,133,817,0.86
fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,41830,2019-02-23T15:08:34Z,2026-03-03T14:07:34Z,2564,0,TypeScript,621,12,0,436,1.0
zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,41804,2022-08-07T08:33:41Z,2026-03-03T13:33:51Z,1304,0,Python,286,66,308,1715,0.8477508650519031
nolimits4web/swiper,https://github.com/nolimits4web/swiper,41802,2012-03-14T19:11:45Z,2026-03-03T09:15:21Z,5101,0,JavaScript,619,94,233,5575,0.9598829201101928
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,41716,2020-01-23T18:35:18Z,2026-03-03T13:24:14Z,2230,0,Python,2944,106,1153,2155,0.6514510278113664
apache/dubbo,https://github.com/apache/dubbo,41704,2012-06-19T07:56:02Z,2026-03-03T08:02:30Z,5005,0,Java,6023,113,805,6562,0.8907289262929279
siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,41608,2020-08-30T09:21:35Z,2026-03-03T13:41:33Z,2011,0,TypeScript,677,877,340,15852,0.979001976284585
byoungd/English-level-up-tips,https://github.com/byoungd/English-level-up-tips,41590,2017-05-30T07:18:52Z,2026-03-03T14:01:29Z,3199,0,,26,0,28,78,0.7358490566037735
nwjs/nw.js,https://github.com/nwjs/nw.js,41564,2012-01-04T06:21:10Z,2026-03-03T14:02:05Z,5172,0,JavaScript,575,0,952,6482,0.871939736346516
ray-project/ray,https://github.com/ray-project/ray,41539,2016-10-25T19:38:30Z,2026-03-03T13:53:05Z,3415,0,Python,30040,122,2911,19483,0.870009824060016
yarnpkg/yarn,https://github.com/yarnpkg/yarn,41534,2016-01-19T17:39:16Z,2026-03-02T23:54:26Z,3695,0,JavaScript,1655,153,1874,4740,0.7166616268521319
dcloudio/uni-app,https://github.com/dcloudio/uni-app,41438,2018-07-12T08:52:39Z,2026-03-03T14:02:30Z,2791,0,JavaScript,553,0,668,4384,0.8677751385589866
psf/black,https://github.com/psf/black,41411,2018-03-14T19:54:45Z,2026-03-03T08:24:33Z,2910,0,Python,1722,51,294,2483,0.89413035649982
dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,41396,2018-06-13T01:39:33Z,2026-03-03T12:17:33Z,2820,0,Shell,28,0,44,33,0.42857142857142855
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,41362,2021-10-28T16:19:44Z,2026-03-03T10:01:28Z,1586,0,Python,3705,50,442,1299,0.746122917863297
usebruno/bruno,https://github.com/usebruno/bruno,41299,2022-09-27T20:51:45Z,2026-03-03T14:08:21Z,1252,0,JavaScript,2044,160,1459,2426,0.6244530244530244
logseq/logseq,https://github.com/logseq/logseq,41291,2020-05-23T00:06:06Z,2026-03-03T13:50:11Z,2110,0,Clojure,3131,152,967,7130,0.8805730517475608
hexojs/hexo,https://github.com/hexojs/hexo,41273,2012-09-23T15:17:08Z,2026-03-03T06:55:34Z,4908,0,TypeScript,975,117,75,3918,0.9812171299774606
zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,41228,2023-03-13T12:00:18Z,2026-03-03T14:00:01Z,1086,0,Python,49,0,561,751,0.5724085365853658
ccxt/ccxt,https://github.com/ccxt/ccxt,41172,2017-05-14T15:41:56Z,2026-03-03T13:34:34Z,3214,0,Python,14177,214,802,10495,0.9290077011595999
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,41166,2016-12-23T01:49:20Z,2026-03-03T06:32:07Z,3357,0,Vue,21,0,119,512,0.8114104595879557
Aider-AI/aider,https://github.com/Aider-AI/aider,41146,2023-05-09T18:57:49Z,2026-03-03T13:58:37Z,1028,0,Python,284,93,1163,2807,0.7070528967254408
fastlane/fastlane,https://github.com/fastlane/fastlane,41120,2014-12-02T17:00:38Z,2026-03-03T11:55:58Z,4108,0,Ruby,6342,560,667,12592,0.9496945471000829
karanpratapsingh/system-design,https://github.com/karanpratapsingh/system-design,41070,2022-08-15T18:59:54Z,2026-03-03T13:11:24Z,1295,0,,12,0,2,21,0.9130434782608695
chubin/cheat.sh,https://github.com/chubin/cheat.sh,41046,2017-05-07T21:40:56Z,2026-03-03T10:05:42Z,3221,0,Python,129,0,129,135,0.5113636363636364
styled-components/styled-components,https://github.com/styled-components/styled-components,41030,2016-08-16T06:41:32Z,2026-03-03T05:30:37Z,3486,0,TypeScript,995,189,309,2676,0.8964824120603015
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,40975,2016-09-12T00:39:35Z,2026-03-03T14:13:01Z,3459,-1,TypeScript,4658,639,484,14786,0.9683038637851997
curl/curl,https://github.com/curl/curl,40970,2010-03-18T22:32:22Z,2026-03-03T12:59:14Z,5828,0,C,202,94,12,5363,0.9977674418604651
payloadcms/payload,https://github.com/payloadcms/payload,40926,2021-01-05T18:49:45Z,2026-03-03T14:07:58Z,1882,0,TypeScript,6740,558,268,4101,0.9386587319752804
juspay/hyperswitch,https://github.com/juspay/hyperswitch,40821,2022-10-17T11:18:28Z,2026-03-03T13:48:53Z,1233,0,Rust,6510,152,950,2507,0.7251952560023142
tabler/tabler,https://github.com/tabler/tabler,40812,2018-02-01T09:08:59Z,2026-03-03T11:41:56Z,2952,0,HTML,787,51,87,1063,0.9243478260869565
janhq/jan,https://github.com/janhq/jan,40787,2023-08-17T02:17:10Z,2026-03-03T14:11:13Z,929,0,TypeScript,3395,97,240,3071,0.9275143461189973
CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,40612,2024-05-24T01:56:26Z,2026-03-03T13:56:43Z,648,0,TypeScript,2988,244,476,8129,0.9446833236490413
LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,40598,2023-01-11T05:03:49Z,2026-03-03T13:49:09Z,1147,0,,62,0,0,0,
Raphire/Win11Debloat,https://github.com/Raphire/Win11Debloat,40461,2020-10-27T22:26:59Z,2026-03-03T14:12:44Z,1952,-1,PowerShell,57,23,32,249,0.8861209964412812
bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,40461,2020-11-16T14:39:01Z,2026-03-03T11:42:55Z,1932,0,CSS,44,0,0,0,
calcom/cal.com,https://github.com/calcom/cal.com,40417,2021-03-22T13:47:42Z,2026-03-03T13:39:01Z,1807,0,TypeScript,12893,611,979,8066,0.891763405196241
zen-browser/desktop,https://github.com/zen-browser/desktop,40406,2024-03-28T00:05:55Z,2026-03-03T13:51:18Z,705,0,JavaScript,780,154,489,7948,0.94204100983762
saadeghi/daisyui,https://github.com/saadeghi/daisyui,40393,2020-11-28T22:57:27Z,2026-03-03T13:40:47Z,1920,0,Svelte,524,184,30,2083,0.9858021769995268
DataExpert-io/data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,40386,2023-11-19T19:47:41Z,2026-03-03T13:55:15Z,834,0,Jupyter Notebook,177,0,13,71,0.8452380952380952
jingyaogong/minimind,https://github.com/jingyaogong/minimind,40317,2024-07-27T04:34:12Z,2026-03-03T13:56:47Z,584,0,Python,9,2,21,524,0.9614678899082569
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,40307,2019-08-17T14:27:54Z,2026-03-03T13:16:35Z,2389,0,TypeScript,2924,1000,6,4278,0.9985994397759104
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,40290,2016-06-28T16:17:32Z,2026-03-03T12:18:48Z,3534,0,HTML,232,0,9,69,0.8846153846153846
twentyhq/twenty,https://github.com/twentyhq/twenty,40190,2022-12-01T13:04:40Z,2026-03-03T14:10:43Z,1188,0,TypeScript,10047,59,205,5920,0.966530612244898
aria2/aria2,https://github.com/aria2/aria2,40175,2010-11-27T09:41:48Z,2026-03-03T14:13:06Z,5575,-1,C++,254,24,1088,826,0.4315569487983281
zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,40160,2019-06-23T00:49:35Z,2026-03-03T14:02:01Z,2445,0,,0,49,163,31,0.15979381443298968
charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,40104,2020-01-10T21:04:03Z,2026-03-03T14:05:58Z,2243,0,Go,673,72,94,313,0.769041769041769
wg/wrk,https://github.com/wg/wrk,40103,2012-03-20T11:12:28Z,2026-03-03T09:54:27Z,5096,0,C,0,0,145,262,0.6437346437346437
remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,40052,2015-10-13T03:49:25Z,2026-03-03T12:44:31Z,3794,0,Nunjucks,1374,0,6,196,0.9702970297029703
ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,39991,2025-10-17T07:15:01Z,2026-03-03T14:12:49Z,137,-1,Python,20,0,52,3,0.05454545454545454
php/php-src,https://github.com/php/php-src,39949,2011-06-16T01:52:25Z,2026-03-03T12:28:20Z,5374,0,C,4782,42,940,3987,0.8092145321696773
vim/vim,https://github.com/vim/vim,39946,2015-08-18T21:03:56Z,2026-03-03T13:29:38Z,3849,0,Vim Script,440,0,1564,7779,0.8326019479824468
google-research/bert,https://github.com/google-research/bert,39879,2018-10-25T22:57:34Z,2026-03-03T03:08:47Z,2685,0,Python,32,0,790,355,0.31004366812227074
pingcap/tidb,https://github.com/pingcap/tidb,39842,2015-09-06T04:01:52Z,2026-03-03T13:48:31Z,3831,0,Go,34608,213,4443,17961,0.8016871987145152
evanw/esbuild,https://github.com/evanw/esbuild,39802,2016-06-14T16:08:50Z,2026-03-03T05:30:36Z,3548,0,Go,257,309,545,3312,0.8586984703137153
HeyPuter/puter,https://github.com/HeyPuter/puter,39777,2024-03-03T01:44:32Z,2026-03-03T13:59:05Z,730,0,JavaScript,1298,8,161,846,0.8401191658391262
trpc/trpc,https://github.com/trpc/trpc,39651,2020-07-18T01:17:11Z,2026-03-03T12:26:54Z,2054,0,TypeScript,3849,230,149,1189,0.8886397608370703
go-gorm/gorm,https://github.com/go-gorm/gorm,39611,2013-10-25T08:31:38Z,2026-03-03T09:50:55Z,4512,0,Go,775,11,488,5607,0.9199343724364233
freefq/free,https://github.com/freefq/free,39603,2020-06-07T02:48:33Z,2026-03-03T13:43:32Z,2095,0,,0,0,551,257,0.3180693069306931
videojs/video.js,https://github.com/videojs/video.js,39513,2010-05-14T18:45:10Z,2026-03-03T10:21:21Z,5771,0,JavaScript,1819,334,599,4817,0.8894017725258493
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,39475,2016-10-14T11:49:48Z,2026-03-02T17:51:08Z,3427,0,Python,28,0,52,5,0.08771929824561403
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,39441,2024-01-03T23:18:31Z,2026-03-03T14:13:02Z,789,-1,Go,597,381,21,814,0.9748502994011976
lm-sys/FastChat,https://github.com/lm-sys/FastChat,39424,2023-03-19T00:18:02Z,2026-03-03T10:05:03Z,1080,0,Python,852,14,859,1067,0.5539979231568016
photoprism/photoprism,https://github.com/photoprism/photoprism,39377,2018-01-27T12:00:15Z,2026-03-03T14:11:20Z,2957,0,Go,881,79,433,2052,0.8257545271629778
gofiber/fiber,https://github.com/gofiber/fiber,39329,2020-01-16T03:59:20Z,2026-03-03T12:56:17Z,2238,0,Go,2109,135,39,1591,0.9760736196319019
appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,39307,2020-06-30T04:07:36Z,2026-03-03T13:18:12Z,2072,0,TypeScript,14087,301,4407,19299,0.8140976967856239
facebookresearch/faiss,https://github.com/facebookresearch/faiss,39253,2017-02-07T16:07:05Z,2026-03-03T13:07:40Z,3310,0,C++,137,24,225,2499,0.9174008810572687
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,39165,2019-02-12T13:55:30Z,2026-03-03T14:11:39Z,2576,0,JavaScript,283,0,23,26,0.5306122448979592
Dogfalo/materialize,https://github.com/Dogfalo/materialize,39127,2014-09-12T19:35:38Z,2026-03-02T02:52:37Z,4189,1,JavaScript,449,41,623,4599,0.8806970509383378
phaserjs/phaser,https://github.com/phaserjs/phaser,39112,2013-04-12T12:27:51Z,2026-03-03T11:50:01Z,4708,0,JavaScript,1734,173,88,4512,0.9808695652173913
google/styleguide,https://github.com/google/styleguide,39057,2015-05-20T19:18:59Z,2026-03-03T08:00:34Z,3939,0,HTML,197,0,119,244,0.6721763085399449
koalaman/shellcheck,https://github.com/koalaman/shellcheck,39046,2012-11-17T03:15:11Z,2026-03-03T04:27:49Z,4854,0,Haskell,331,30,1184,1759,0.5976894325518178
suno-ai/bark,https://github.com/suno-ai/bark,39032,2023-04-07T19:34:48Z,2026-03-03T13:21:02Z,1060,0,Jupyter Notebook,19,0,235,242,0.5073375262054507
imputnet/cobalt,https://github.com/imputnet/cobalt,38974,2022-07-08T18:12:55Z,2026-03-03T14:05:06Z,1333,0,Svelte,249,0,196,807,0.8045862412761715
QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,38969,2023-05-12T23:53:30Z,2026-03-03T07:04:04Z,1025,0,Python,1824,354,4,1534,0.9973992197659298
bmad-code-org/BMAD-METHOD,https://github.com/bmad-code-org/BMAD-METHOD,38893,2025-04-13T14:54:25Z,2026-03-03T14:13:00Z,323,-1,JavaScript,371,24,66,737,0.9178082191780822
google/leveldb,https://github.com/google/leveldb,38870,2014-08-27T21:17:52Z,2026-03-03T13:56:12Z,4205,0,C++,64,21,248,540,0.6852791878172588
2noise/ChatTTS,https://github.com/2noise/ChatTTS,38848,2024-05-27T18:26:49Z,2026-03-03T14:03:05Z,644,0,Python,220,6,58,614,0.9136904761904762
DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,38811,2021-10-21T09:32:50Z,2026-03-03T14:02:38Z,1594,0,Jupyter Notebook,453,0,2,139,0.9858156028368794
chatboxai/chatbox,https://github.com/chatboxai/chatbox,38736,2023-03-06T12:22:15Z,2026-03-03T10:46:52Z,1093,0,TypeScript,0,52,991,1501,0.6023274478330658
mifi/lossless-cut,https://github.com/mifi/lossless-cut,38706,2016-10-30T10:49:56Z,2026-03-03T12:57:36Z,3411,0,TypeScript,223,105,236,1565,0.8689616879511383
novuhq/novu,https://github.com/novuhq/novu,38637,2021-08-26T15:22:44Z,2026-03-03T13:49:04Z,1649,0,TypeScript,6853,108,126,1542,0.9244604316546763
mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,38622,2018-08-02T17:56:45Z,2026-03-03T12:57:59Z,2769,0,Python,5776,336,72,4327,0.9836326437826779
nushell/nushell,https://github.com/nushell/nushell,38570,2019-05-10T16:59:42Z,2026-03-03T13:47:39Z,2488,0,Rust,8433,117,1471,5546,0.7903662533846373
freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,38562,2013-10-24T18:16:07Z,2026-03-03T13:33:32Z,4512,0,Ruby,982,0,197,1065,0.8438985736925515
impress/impress.js,https://github.com/impress/impress.js,38519,2011-12-28T22:23:19Z,2026-03-03T07:07:09Z,5178,0,JavaScript,124,15,51,432,0.8944099378881988
remotion-dev/remotion,https://github.com/remotion-dev/remotion,38445,2020-06-23T19:49:10Z,2026-03-03T14:00:31Z,2078,0,TypeScript,4165,594,79,2122,0.9641072239890959
preactjs/preact,https://github.com/preactjs/preact,38438,2015-09-11T02:40:18Z,2026-03-03T13:01:03Z,3826,0,JavaScript,1992,240,60,1868,0.9688796680497925
agno-agi/agno,https://github.com/agno-agi/agno,38387,2022-05-04T15:23:02Z,2026-03-03T14:06:53Z,1398,0,Python,2885,171,272,1690,0.8613659531090724
google/googletest,https://github.com/google/googletest,38291,2015-07-28T15:07:53Z,2026-03-03T13:43:07Z,3870,0,C++,813,11,375,1989,0.8413705583756346
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,38265,2018-01-25T04:16:53Z,2026-03-03T09:05:52Z,2959,0,Python,0,0,0,27,1.0
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,38227,2014-04-25T14:29:47Z,2026-03-03T02:57:28Z,4329,0,Java,191,44,2067,2898,0.5836858006042296
PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,38209,2024-09-16T15:38:38Z,2026-03-03T13:35:01Z,532,0,MDX,70,0,43,8,0.1568627450980392
microsoft/qlib,https://github.com/microsoft/qlib,38117,2020-08-14T06:46:00Z,2026-03-03T14:10:10Z,2027,0,Python,750,23,279,762,0.7319884726224783
lapce/lapce,https://github.com/lapce/lapce,38107,2018-02-06T08:41:06Z,2026-03-03T13:57:03Z,2947,0,Rust,1177,35,811,1200,0.5967180507210343
istio/istio,https://github.com/istio/istio,38038,2016-11-18T23:57:21Z,2026-03-03T12:07:53Z,3391,0,Go,29446,423,418,21279,0.9807346637784026
halo-dev/halo,https://github.com/halo-dev/halo,38017,2018-03-21T12:56:52Z,2026-03-03T13:51:57Z,2904,0,Java,2946,250,235,4342,0.9486563251037797
Kong/insomnia,https://github.com/Kong/insomnia,37985,2016-04-23T03:54:26Z,2026-03-03T13:53:03Z,3601,0,TypeScript,3742,546,724,3251,0.8178616352201258
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,37977,2017-08-25T10:40:44Z,2026-03-03T11:52:49Z,3112,0,TypeScript,1025,26,174,9625,0.9822430860291866
naptha/tesseract.js,https://github.com/naptha/tesseract.js,37892,2015-06-24T02:49:52Z,2026-03-03T12:50:17Z,3905,0,JavaScript,204,57,31,703,0.9577656675749319
tw93/Mole,https://github.com/tw93/Mole,37766,2025-09-23T06:38:40Z,2026-03-03T14:13:39Z,161,-1,Shell,119,26,0,340,1.0
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,37757,2014-03-11T06:09:42Z,2026-03-03T13:33:12Z,4375,0,C#,18566,275,3549,35089,0.9081474196386976
